ID	TYPE	SPINE	Define	Position	Wait	Transform	Rotate	Scale	Time	Parent	SpawnId
030100101	18	RGU_HV_0301		0,0	0	0,0	0	1	0		
030100102	4	F9		0,0	42	0,0	0	1	0		
040100101	18	RGU_HV_0401		0,0	0	0,0	0	1	0		
040100102	4	F9		0,0	45	0,0	0	1	0		
050100101	18	RGU_HV_0501		0,0	0	0,0	0	1	0		
050100102	4	F9		0,0	43	0,0	0	1	0		
070100101	18	RGU_HV_0701		0,0	0	0,0	0	1	0		
070100102	4	F9		0,0	44	0,0	0	1	0		
080100101	18	RGU_HV_0801		0,0	0	0,0	0	1	0		
080100102	4	F9		0,0	48	0,0	0	1	0		
140100101	18	RGU_HV_1401		0,0	0	0,0	0	1	0		
140100102	4	F9		0,0	43	0,0	0	1	0		
150100101	18	RGU_HV_1501		0,0	0	0,0	0	1	0		
150100102	4	F9		0,0	43	0,0	0	1	0		
180100101	18	RGU_HV_1801		0,0	0	0,0	0	1	0		
180100102	4	F9		0,0	42	0,0	0	1	0		
190100101	18	RGU_HV_1901		0,0	0	0,0	0	1	0		
190100102	4	F9		0,0	44	0,0	0	1	0		
200100101	18	RGU_HV_2001		0,0	0	0,0	0	1	0		
200100102	4	F9		0,0	49	0,0	0	1	0		
210100101	18	RGU_HV_2101		0,0	0	0,0	0	1	0		
210100102	4	F9		0,0	44	0,0	0	1	0		
220100101	18	RGU_HV_2201		0,0	0	0,0	0	1	0		
220100102	4	F9		0,0	48	0,0	0	1	0		
230100101	18	RGU_HV_2301		0,0	0	0,0	0	1	0		
230100102	4	F9		0,0	47	0,0	0	1	0		
240100101	18	RGU_HV_2401		0,0	0	0,0	0	1	0		
240100102	4	F9		0,0	43	0,0	0	1	0		
250100101	18	RGU_HV_2501		0,0	0	0,0	0	1	0		
250100102	4	F9		0,0	51	0,0	0	1	0		
250200101	18	RGU_HV_2502		0,0	0	0,0	0	1	0		
250200102	4	F9		0,0	53	0,0	0	1	0		
010300101	0			0,0	0	0,0	0	1	0		
010300201	0			0,0	0	0,0	0	1	0		
010300301	0			0,0	0	0,0	0	1	0		
010300401	0			0,0	0	0,0	0	1	0		
010300501	0			0,0	0	0,0	0	1	0		
010300601	0			0,0	0	0,0	0	1	0		
010300701	0			0,0	0	0,0	0	1	0		
010300801	0			0,0	0	0,0	0	1	0		
010300901	0			0,0	0	0,0	0	1	0		
010301001	0			0,0	0	0,0	0	1	0		
020300101	0			0,0	0	0,0	0	1	0		
020300201	0			0,0	0	0,0	0	1	0		
020300301	0			0,0	0	0,0	0	1	0		
020300401	0			0,0	0	0,0	0	1	0		
020300501	0			0,0	0	0,0	0	1	0		
020300601	0			0,0	0	0,0	0	1	0		
020300701	0			0,0	0	0,0	0	1	0		
020300801	0			0,0	0	0,0	0	1	0		
020300901	0			0,0	0	0,0	0	1	0		
020301001	0			0,0	0	0,0	0	1	0		
130300101	0			0,0	0	0,0	0	1	0		
130300201	0			0,0	0	0,0	0	1	0		
130300301	0			0,0	0	0,0	0	1	0		
130300401	0			0,0	0	0,0	0	1	0		
130300501	0			0,0	0	0,0	0	1	0		
130300601	0			0,0	0	0,0	0	1	0		
130300701	0			0,0	0	0,0	0	1	0		
130300801	0			0,0	0	0,0	0	1	0		
130300901	0			0,0	0	0,0	0	1	0		
130301001	0			0,0	0	0,0	0	1	0		
170300101	0			0,0	0	0,0	0	1	0		
170300201	0			0,0	0	0,0	0	1	0		
170300301	0			0,0	0	0,0	0	1	0		
170300401	0			0,0	0	0,0	0	1	0		
170300501	0			0,0	0	0,0	0	1	0		
170300601	0			0,0	0	0,0	0	1	0		
170300701	0			0,0	0	0,0	0	1	0		
170300801	0			0,0	0	0,0	0	1	0		
170300901	0			0,0	0	0,0	0	1	0		
170301001	0			0,0	0	0,0	0	1	0		
110300101	0			0,0	0	0,0	0	1	0		
110300201	0			0,0	0	0,0	0	1	0		
110300301	0			0,0	0	0,0	0	1	0		
110300401	0			0,0	0	0,0	0	1	0		
110300501	0			0,0	0	0,0	0	1	0		
110300601	0			0,0	0	0,0	0	1	0		
110300701	5			0,0	0	0,0	0	1	0		
110300702	4	F5		0,0	0	0,0	0	1	0		
110300703	12	BG/AVG/avg_bg_1114.jpg		0,0	0.5	0,0	0	1	0		
110300704	13			0,0	0.5	0,0	0	1	0		
110300801	0			0,0	0	0,0	0	1	0		
110300901	0			0,0	0	0,0	0	1	0		
110301001	0			0,0	0	0,0	0	1	0		
110301101	0			0,0	0	0,0	0	1	0		
110301201	0			0,0	0	0,0	0	1	0		
120300101	0			0,0	0	0,0	0	1	0		
120300201	0			0,0	0	0,0	0	1	0		
120300301	0			0,0	0	0,0	0	1	0		
120300401	0			0,0	0	0,0	0	1	0		
120300501	0			0,0	0	0,0	0	1	0		
120300601	0			0,0	0	0,0	0	1	0		
120300701	0			0,0	0	0,0	0	1	0		
120300801	0			0,0	0	0,0	0	1	0		
120300901	0			0,0	0	0,0	0	1	0		
120301001	0			0,0	0	0,0	0	1	0		
120301101	0			0,0	0	0,0	0	1	0		
160300101	0			0,0	0	0,0	0	1	0		
160300201	0			0,0	0	0,0	0	1	0		
160300301	0			0,0	0	0,0	0	1	0		
160300401	0			0,0	0	0,0	0	1	0		
160300501	0			0,0	0	0,0	0	1	0		
160300601	0			0,0	0	0,0	0	1	0		
160300701	0			0,0	0	0,0	0	1	0		
160300801	0			0,0	0	0,0	0	1	0		
