ID	Role	BG	StartMovementId	EndMovementId	BGM	EFF	VoiceWait
101101	987	BG/AVG/avg_bg_060.jpg	10110101	10110101	StoryBgm8.mp3		
101102	977	BG/AVG/avg_bg_060.jpg	10110201	10110201	StoryBgm8.mp3		
101103	977	BG/AVG/avg_bg_060.jpg	10110301	10110301	StoryBgm8.mp3		
101104	987	BG/AVG/avg_bg_060.jpg	10110401	10110401	StoryBgm8.mp3		
101105	987	BG/AVG/avg_bg_060.jpg	10110501	10110501	StoryBgm8.mp3		
101106	977	BG/AVG/avg_bg_060.jpg	10110601	10110601	StoryBgm8.mp3		
101107	987	BG/AVG/avg_bg_060.jpg	10110701	10110701	StoryBgm8.mp3		
101108	987	BG/AVG/avg_bg_060.jpg	10110801	10110801	StoryBgm8.mp3		
101109	987	BG/AVG/avg_bg_060.jpg	10110901	10110901	StoryBgm8.mp3		
101110	977	BG/AVG/avg_bg_060.jpg	10111001	10111001	StoryBgm8.mp3		
101111	987	BG/AVG/avg_bg_060.jpg	10111101	10111101	StoryBgm8.mp3		
101112	987	BG/AVG/avg_bg_060.jpg	10111201	10111201	StoryBgm8.mp3		
101113		BG/AVG/avg_bg_060.jpg	10111301	10111301	StoryBgm8.mp3	bell.mp3	
101114	971	BG/AVG/avg_bg_060.jpg	10111401	10111401	StoryBgm8.mp3		
101115	977	BG/AVG/avg_bg_060.jpg	10111501	10111501	StoryBgm8.mp3		
101116	987	BG/AVG/avg_bg_060.jpg	10111601	10111601	StoryBgm8.mp3		
101117	987	BG/AVG/avg_bg_060.jpg	10111701	10111701	StoryBgm8.mp3		
101118	987	BG/AVG/avg_bg_060.jpg	10111801	10111801	StoryBgm8.mp3		
101119	987	BG/AVG/avg_bg_060.jpg	10111901	10111901	StoryBgm8.mp3		
101120	987	BG/AVG/avg_bg_060.jpg	10112001	10112001	StoryBgm8.mp3		
101121		BG/AVG/avg_bg_060.jpg	10112101	10112103			
101122	999	BG/AVG/avg_bg_111.jpg	10112201	10112201	StoryBgm1.mp3		
101123	1	BG/AVG/avg_bg_111.jpg	10112301	10112302	StoryBgm1.mp3		
101124	17	BG/AVG/avg_bg_111.jpg	10112401	10112403	StoryBgm1.mp3		
101125	17	BG/AVG/avg_bg_111.jpg	10112501	10112501	StoryBgm1.mp3		
101126	17	BG/AVG/avg_bg_111.jpg	10112601	10112601	StoryBgm1.mp3		
101127	17	BG/AVG/avg_bg_111.jpg	10112701	10112701	StoryBgm1.mp3		
101128	1	BG/AVG/avg_bg_111.jpg	10112801	10112803	StoryBgm1.mp3		
101129	999	BG/AVG/avg_bg_111.jpg	10112901	10112901	StoryBgm1.mp3		
101130	999	BG/AVG/avg_bg_111.jpg	10113001	10113001	StoryBgm1.mp3		
101131	999	BG/AVG/avg_bg_111.jpg	10113101	10113101	StoryBgm1.mp3		
101132	1	BG/AVG/avg_bg_111.jpg	10113201	10113201	StoryBgm1.mp3		
101133	2	BG/AVG/avg_bg_111.jpg	10113301	10113304	StoryBgm1.mp3		
101134	999	BG/AVG/avg_bg_111.jpg	10113401	10113401	StoryBgm1.mp3		
101135	2	BG/AVG/avg_bg_111.jpg	10113501	10113501	StoryBgm1.mp3		
101136	999	BG/AVG/avg_bg_111.jpg	10113601	10113601	StoryBgm1.mp3		
101137	2	BG/AVG/avg_bg_111.jpg	10113701	10113701	StoryBgm1.mp3		
101138	2	BG/AVG/avg_bg_111.jpg	10113801	10113801	StoryBgm1.mp3		
101139	999	BG/AVG/avg_bg_111.jpg	10113901	10113901	StoryBgm1.mp3		
101140	2	BG/AVG/avg_bg_111.jpg	10114001	10114001	StoryBgm1.mp3		
101141	999	BG/AVG/avg_bg_111.jpg	10114101	10114101	StoryBgm1.mp3		
101142	2	BG/AVG/avg_bg_111.jpg	10114201	10114201	StoryBgm1.mp3		
101143	1	BG/AVG/avg_bg_111.jpg	10114301	10114303	StoryBgm1.mp3		
101144	2	BG/AVG/avg_bg_111.jpg	10114401	10114403	StoryBgm1.mp3		
101145	2	BG/AVG/avg_bg_111.jpg	10114501	10114501	StoryBgm1.mp3		
101146	2	BG/AVG/avg_bg_111.jpg	10114601	10114601	StoryBgm1.mp3		
101147	1	BG/AVG/avg_bg_111.jpg	10114701	10114702	StoryBgm1.mp3		
101148	1	BG/AVG/avg_bg_111.jpg	10114801	10114801	StoryBgm1.mp3		
101149	986	BG/AVG/avg_bg_111.jpg	10114901	10114901	StoryBgm2.mp3		
101150	999	BG/AVG/avg_bg_111.jpg	10115001	10115001	StoryBgm2.mp3		
101151	999	BG/AVG/avg_bg_111.jpg	10115101	10115101	StoryBgm2.mp3		
101152	1	BG/AVG/avg_bg_111.jpg	10115201	10115202	StoryBgm2.mp3		
101153	1	BG/AVG/avg_bg_111.jpg	10115301	10115301	StoryBgm2.mp3		
101201	2	BG/AVG/avg_bg_111.jpg	10120101	10120102	StoryBgm2.mp3		
101202	985	BG/AVG/avg_bg_111.jpg	10120201	10120201	StoryBgm2.mp3		
101203	2	BG/AVG/avg_bg_111.jpg	10120301	10120301	StoryBgm2.mp3		
101204	2	BG/AVG/avg_bg_111.jpg	10120401	10120401	StoryBgm2.mp3		
101205	985	BG/AVG/avg_bg_111.jpg	10120501	10120501	StoryBgm2.mp3		
101206	999	BG/AVG/avg_bg_111.jpg	10120601	10120601	StoryBgm2.mp3		
101207	977	BG/AVG/avg_bg_111.jpg	10120701	10120701	StoryBgm2.mp3		
101208	2	BG/AVG/avg_bg_111.jpg	10120801	10120802	StoryBgm2.mp3		
101209	985	BG/AVG/avg_bg_111.jpg	10120901	10120901	StoryBgm2.mp3		
101210	985	BG/AVG/avg_bg_111.jpg	10121001	10121001	StoryBgm2.mp3		
101211	999	BG/AVG/avg_bg_111.jpg	10121101	10121101	StoryBgm2.mp3		
101212	985	BG/AVG/avg_bg_111.jpg	10121201	10121201	StoryBgm2.mp3		
